mmsi,bandera,año_construccion,capacidad_dwt,longitud_m,calado_m
103039,Panamá,1993,91609,124.39429000835376,17.548484753372616
103040,Singapur,1990,117478,158.03927208576204,17.939501966540135
103041,Singapur,2006,57135,394.58771072743406,12.121511791952424
103042,Liberia,1996,71404,251.46891240812627,15.756747148703658
103043,Singapur,2016,16542,166.2525632801437,6.551052508264061
103044,Liberia,2000,46695,215.08384854082806,17.88573010547162
103045,Liberia,2001,120958,233.84620354112664,11.983359491641783
103046,Malta,2012,111464,241.36071779436955,10.020681293704735
103047,Liberia,1996,19060,231.44296474632887,9.825312973166367
103048,Panamá,2008,79912,336.5706496425452,15.541210444443323
103049,Singapur,2019,7122,207.6305810234923,17.134922665944245
103050,Panamá,2015,62049,277.76830726093976,17.637748630496326
103051,Singapur,2023,53200,236.08064932144958,12.77139775581311
103052,Malta,1996,144528,239.08205234481048,12.001942302242341
103053,Singapur,2006,72049,382.57221044829737,8.889852271171646
103054,Liberia,1995,119473,197.77604366530278,14.004731132165027
103055,Singapur,1993,7599,139.38820556039832,6.902939565332898
103056,Liberia,1995,83821,214.11049264414186,17.88462691276477
103057,Malta,2018,108512,139.44053301903264,16.500871672326074
103058,Panamá,2011,11766,346.0623507464232,13.032064748690315
103059,Singapur,2004,111901,170.26221131504576,10.596956825343689
103060,Panamá,1996,14022,268.7615467221466,16.09116810281899
103061,Grecia,2010,51061,158.71034260824007,12.935010611859344
103062,Malta,1998,57362,116.74164871106493,16.7182151700777
103063,Grecia,2018,54599,196.64847708857994,9.720178211627399
103064,Panamá,2023,33522,397.6710939036771,16.088711048073424
103065,Liberia,2017,110972,392.4162667086074,5.053817346191317
103066,Malta,2000,19629,241.94593326711424,7.400292029375299
103067,Grecia,2000,130142,214.37383203933769,15.228708318975613
103068,Liberia,1994,30726,392.59972821007483,15.095821590270484
103069,Malta,2013,57054,229.9145912096656,10.836051519778911
103070,Singapur,2018,87976,105.02321624898728,7.261589034735932
103071,Grecia,2016,49792,386.90941993662227,5.66555428497426
103072,Grecia,2016,124231,353.1711471109419,9.289560880981343
103073,Liberia,1995,68703,306.48081645892063,13.2908835708849
103074,Malta,2002,28011,359.74817850407703,10.102091917307941
103075,Liberia,2001,101318,143.94039192942134,16.197709504677167
103076,Singapur,2016,125522,168.70180909885278,6.436723175811883
103077,Panamá,2011,136542,124.57963481568281,7.895736388783072
103078,Malta,2016,37644,377.41963285496297,14.541221350097544
103079,Panamá,2010,90762,199.1147944315267,13.666865270765589
103080,Singapur,2003,81607,378.74413030485533,10.863668300113439
103081,Liberia,2016,20659,244.67779563031712,17.072387170034986
103082,Grecia,2012,41795,316.87225280867597,5.595958188539898
103083,Malta,2000,146020,325.75729358894426,6.240421483328375
103084,Liberia,2019,18970,191.30628990053728,5.341936739702889
103085,Panamá,2018,133032,236.5566792285914,12.962237933910501
103086,Singapur,2006,90877,370.2914614120708,6.498450000856527
103087,Liberia,1998,88776,335.31528480778604,15.997984042942512
103088,Malta,2013,47476,269.89022013800223,12.22925734405732
103089,Grecia,2016,124122,222.8911213925019,7.234985669844516
103090,Panamá,1995,118185,393.0758447629779,13.642536688520574
103091,Panamá,1998,58034,112.34955026183789,14.211480793431225
103092,Malta,2010,95524,330.3314569329302,17.187944436284166
103093,Malta,2008,10945,275.5461392596287,7.000186174463756
103094,Panamá,1994,107429,377.4299466115077,8.519362052560597
103095,Panamá,2016,124753,322.9282511328685,6.027258465973263
103096,Liberia,2023,115209,143.58627270240015,14.340863991258589
103097,Panamá,2004,13688,336.3930492949917,17.72690816421787
103098,Liberia,1990,18898,197.76714732308184,7.571931048185947
103099,Singapur,1996,66022,202.3120315999166,16.662362571472496
103100,Panamá,2007,39224,246.49916389883637,15.20731413336937
103101,Singapur,2016,76420,290.4246447297618,6.992274664767681
103102,Malta,2013,81796,103.62582721185201,13.637995382491226
103103,Singapur,2012,116042,386.8010202695707,6.58255356267158
103104,Malta,2021,125486,289.76381552277536,9.977205421037345
103105,Malta,2020,109094,223.58700348517485,14.952944029892723
103106,Panamá,1994,135544,296.7272837961336,17.177474291851816
103107,Panamá,2003,146282,304.34876423392575,14.359311734927532
103108,Liberia,2007,122625,105.87376700072977,7.949809074276629
103109,Liberia,2006,118428,131.0616740275955,15.183115389462467
103110,Malta,2001,75532,267.6825605138761,12.511718023956346
103111,Panamá,1995,76838,222.1317497464568,10.680759489513253
103112,Liberia,2019,137705,241.33972152108254,7.830353825574382
103113,Grecia,2019,94043,163.54299761114274,14.578771057628897
103114,Malta,2006,97116,381.07048673119846,10.613561580040871
103115,Malta,2016,109399,205.07842868311903,8.682408550799726
103116,Grecia,2008,120655,117.69045585443997,6.879705580597883
103117,Panamá,2001,119206,291.7536581015143,13.193382072267935
103118,Panamá,2010,95361,274.5137099834334,12.8041618231766
103119,Panamá,2010,75657,274.5660218646243,17.70004612248108
103120,Grecia,1996,128329,121.80486852906903,14.305133023577548
103121,Grecia,2019,121677,331.2208459054081,11.828920069993538
103122,Panamá,2020,145355,200.15162826253177,9.506869007226088
103123,Grecia,2017,148638,385.8540660657803,14.283495189532987
103124,Singapur,1992,46261,286.62879081861547,9.141469508001872
103125,Malta,1997,37358,302.477372574226,8.511852105582577
103126,Panamá,2005,41891,275.1688328159107,15.464543753321188
103127,Panamá,2012,77472,235.63960019929016,8.693805925749274
103128,Malta,2006,54396,201.7700313014534,6.876703212886647
103129,Grecia,2018,139381,147.65931926905924,7.37776224501984
103130,Malta,2017,81146,285.3540139235275,12.111647782894915
103131,Panamá,1999,8817,398.7669764675153,15.406222776613205
103132,Grecia,1994,16042,223.2358980770639,8.008245214314595
103133,Liberia,2019,134228,173.76731401920273,12.803611799653472
103134,Grecia,2000,65244,339.3736101754931,5.415612450052691
103135,Grecia,2015,22149,380.5206879848744,10.869126163167605
103136,Panamá,2022,36043,395.71887852755816,6.5676427757799605
103137,Panamá,2021,145168,356.4485975702347,17.763179369186176
103138,Liberia,2008,133185,252.74037232185748,10.511458871663478
103139,Panamá,1999,106060,355.9317721999678,7.34696907906117
103140,Grecia,2004,69780,122.10219706503341,14.861963259703417
103141,Liberia,2008,11282,342.5585633593462,7.616338077741298
103142,Grecia,2007,107989,128.43648330285598,5.191860071148003
103143,Grecia,2000,51655,282.5308873906172,9.96165512147996
103144,Grecia,1995,5462,200.48264969761763,13.013957060010414
103145,Liberia,2016,128302,268.162606449779,8.791427932714548
103146,Panamá,2008,50559,191.6421540392239,10.533141177774558
103147,Malta,2005,80448,117.12251925939381,8.816983004423328
103148,Liberia,2015,129590,337.97568970820083,16.50206711278921
103149,Panamá,2017,131851,136.45280876878914,8.190346383722595
103150,Grecia,2021,110574,285.0542535255541,6.643432589163058
103151,Malta,1999,13000,190.66511989494472,9.844132389162931
103152,Grecia,2012,148334,289.1293939210753,9.23484388794759
103153,Malta,2013,35200,227.94948764708437,12.673391029110306
103154,Liberia,2017,144533,362.63785125146427,14.607380025740948
103155,Liberia,2013,142889,318.1428366220716,15.958197710123521
103156,Grecia,2006,97777,174.43134023850985,13.387408386855913
103157,Malta,1997,53883,389.3305341627589,17.87656564770135
103158,Singapur,1999,147771,176.43529304159335,12.755881158268883
103159,Grecia,2003,34911,147.2302731670749,5.209043720173938
103160,Singapur,2022,6241,392.56977166552804,7.0346947992801585
103161,Liberia,1999,102714,124.79762660701192,9.603328247137767
103162,Grecia,2018,6955,207.36617604306608,9.248369462224575
103163,Malta,2010,129225,289.78682808725176,8.958086080926092
103164,Liberia,2018,6047,386.0846998111188,13.565755216287293
103165,Singapur,2021,34659,186.93257100399623,8.702238110663496
103166,Panamá,1998,137193,297.06990584044183,9.401396111851874
103167,Grecia,2023,145412,107.27985023500719,16.84416227794922
103168,Singapur,2018,83857,314.4582893466428,17.260020049487427
103169,Malta,2004,36517,374.79495817575014,5.0347549346801035
103170,Singapur,2012,54587,148.62888588234324,11.145645242793831
103171,Liberia,2009,143324,333.620697007413,10.135675561758276
103172,Liberia,2023,140748,250.13229350683258,11.3899470913272
103173,Singapur,2002,73386,279.70537136380767,17.45775925380239
103174,Grecia,1996,82591,311.69189346309525,14.334314692673333
103175,Panamá,1992,27464,311.4496704531956,17.43975983250643
103176,Liberia,2013,25105,242.73044812830264,9.554617953290581
103177,Liberia,1994,111104,237.73640505146417,6.9512390146047505
103178,Liberia,1998,61663,187.41841539945543,13.530273982013625
103179,Malta,2018,84447,148.8903328356847,12.307532200429833
103180,Liberia,2019,59809,355.6798927803205,16.075275205534982
103181,Liberia,1997,14004,347.910377058789,16.367410159724074
103182,Singapur,2004,142668,357.4864673586235,10.187516607565653
103183,Panamá,2016,109368,392.59954821850937,16.019055435922237
103184,Panamá,2012,41380,207.3990978159089,9.163217781769795
103185,Panamá,2011,34027,233.43344083052924,7.664767579546602
103186,Grecia,1990,32581,375.61004326901127,11.00624230444385
103187,Panamá,1990,28052,157.2759224951643,15.865627750985265
103188,Malta,2021,99711,280.5224096700588,11.12831973388482
103189,Liberia,2022,50167,306.1577953184271,11.045924081171572
103190,Malta,1996,44550,325.01502571876443,5.733878212305403
103191,Liberia,2000,85675,352.0862707492426,6.419391534388531
103192,Grecia,1999,142773,178.88860135443647,10.929586532755783
103193,Singapur,2022,17504,279.75182003807726,11.298033310869412
103194,Singapur,2007,126824,380.9648706527508,6.260629439375888
103195,Malta,1996,127124,370.0279436706074,6.13680657011802
103196,Panamá,2003,13607,277.62137053214553,12.893690279375525
103197,Liberia,1997,37954,181.5684918127187,12.033151466820948
103198,Liberia,1990,49205,258.5422318084094,14.51417125296002
103199,Grecia,2021,47608,206.58725891093553,14.246237795945085
103200,Panamá,2014,119140,304.6481752430204,8.69059122424787
103201,Grecia,2018,87569,274.3350577062858,13.639492680128482
103202,Grecia,2000,83355,145.45530614095418,12.43286643714046
103203,Singapur,1995,142183,220.03179287882475,5.121377974827996
103204,Liberia,2019,29667,385.34685106218836,10.493450402524745
103205,Grecia,2017,55426,337.22083306827636,14.035470617119502
103206,Grecia,2003,12655,224.9027868559727,16.836219502042823
103207,Grecia,2013,36927,359.26971884400814,6.6478600474469935
103208,Grecia,1998,107069,244.30917613002225,7.792486840234642
103209,Singapur,2021,149112,246.88540341970182,14.874126602262827
103210,Liberia,2011,138842,345.02855215894846,6.191509703857399
103211,Malta,1998,109777,319.6121890293811,5.3338116853720114
103212,Liberia,2009,138142,103.63320464120913,9.24442939100911
103213,Panamá,2007,93936,217.55738102302507,9.091912339733422
103214,Singapur,2000,130121,102.00790329222991,11.268560647119038
103215,Singapur,2022,9024,264.9665812541899,8.246528250509003
103216,Malta,2020,145409,233.02638632370443,5.111995625591629
103217,Panamá,2017,133567,175.1208460682992,16.8848163249015
103218,Liberia,1991,135174,396.03981071874273,17.706419977041346
103219,Liberia,1991,14584,138.88743836835124,17.907707118250276
103220,Singapur,2006,87836,366.40333677002127,17.604348085832196
103221,Grecia,2002,86806,381.38166208397985,15.6274648256824
103222,Singapur,2011,11941,365.4770830192326,12.556572607373369
103223,Malta,2012,39279,235.66072815794473,11.818078503560356
103224,Grecia,2022,50233,391.73546109760593,5.81196631038757
103225,Panamá,1990,62159,103.63707566441059,16.451177239602956
103226,Panamá,2002,58336,189.77929018951377,7.9829448117203885
103227,Panamá,2011,149461,142.39688068436024,14.64317133380581
103228,Malta,2021,94775,146.40000317722712,14.06675396060847
103229,Singapur,2012,108272,323.01405944951387,14.769900785217605
103230,Liberia,1992,18240,180.99431355591912,6.629058032700332
103231,Liberia,2000,52685,218.16678041180506,10.753338401195892
103232,Malta,2018,27248,280.94185995165816,14.204503653771177
103233,Malta,2015,140576,335.3191841431389,5.177603200455632
103234,Malta,2002,136923,186.45278592449773,10.387940609029917
103235,Singapur,2005,8790,348.96812029336627,9.166190913309402
103236,Malta,1992,131544,260.7207860114912,15.488737718401815
103237,Panamá,2010,101903,312.3162915108009,11.759650718151141
103238,Liberia,1995,103984,308.03549713716626,12.390952764702506
103239,Singapur,2004,82341,368.2789337087833,6.0705186466465895
103240,Grecia,2014,5752,346.39252895489915,7.196910968138307
103241,Singapur,2018,104629,362.36486092377623,14.741064564163036
103242,Grecia,2020,44181,302.05693761991233,11.43287649060381
103243,Liberia,2002,116248,136.45286413953755,7.104203048112285
103244,Malta,2012,58704,146.74326649354168,5.059957112109412
103245,Grecia,2018,56528,346.8554369250204,9.643838463258176
103246,Malta,2019,46213,288.1094487918759,9.285855384027963
103247,Panamá,2019,37242,109.30089192904447,9.968052128833145
103248,Grecia,2002,128183,147.8925607762038,5.282402703949689
103249,Malta,1995,144735,363.2240864206232,16.94137147446285
103250,Liberia,2015,55589,269.15946651308894,10.277055965072552
103251,Liberia,2001,62059,134.07091926128194,14.598837856761165
103252,Liberia,2006,37879,116.65800162233941,7.585787737253652
103253,Grecia,2009,40998,399.8295927128412,5.2659975089992495
103254,Grecia,2023,62765,188.64386524732024,14.513538448909948
103255,Grecia,2005,7254,298.0256133525233,16.721610194914987
103256,Liberia,2009,128930,198.61283410358124,12.375839983437375
103257,Panamá,2003,9279,328.63661934775564,7.195509216947693
103258,Grecia,2005,107509,372.6682207256572,14.063155349763715
103259,Liberia,1995,81753,242.30892438789704,17.261585218356743
103260,Liberia,2012,75080,371.9384551267968,17.562222699149054
103261,Panamá,1992,27813,188.72379309223177,11.764351439162905
103262,Panamá,2015,24385,303.885831996547,16.034455840876447
103263,Malta,2001,59411,148.55597783339047,14.834384931291341
103264,Panamá,1993,77794,176.1535537510873,9.77270760845936
103265,Singapur,1996,112712,345.7601374084074,10.296060383746324
103266,Malta,2014,117415,380.9265905676012,10.356192877502668
103267,Liberia,1990,97840,316.52817255858565,5.6047927089415115
103268,Malta,1997,69052,146.8857633289093,13.472162149214698
103269,Grecia,2023,95168,107.34097102413246,12.289095040246195
103270,Singapur,1993,22190,124.96653332310296,14.854996180827243
103271,Panamá,2006,21892,198.28940883209253,9.327193676867704
103272,Liberia,2019,32930,199.79532983924523,5.648890967905469
103273,Singapur,2008,138953,112.88193918337885,12.155362389927454
103274,Malta,1994,147729,395.9384711419659,15.67914008567514
103275,Malta,1998,37340,265.34392823702257,15.88195727513048
103276,Liberia,2008,88654,115.25997386386166,15.396906814473445
103277,Liberia,2019,87825,302.71129427167887,12.264520985172954
103278,Singapur,1990,147839,359.956103043366,14.521738836047811
103279,Panamá,2011,125365,177.1331456348946,6.568369336465564
103280,Panamá,1993,94309,339.93109383227034,7.517052605002651
103281,Malta,2022,36136,365.85344158665754,17.63591523078442
103282,Singapur,2006,93627,141.15163373178146,10.375889670412267
103283,Singapur,2019,85755,224.15651258814654,10.227067150685128
103284,Grecia,1997,62458,127.6939277494433,6.004446248335954
103285,Liberia,2018,80961,106.43124908504765,10.827935334046838
103286,Panamá,1993,60447,329.2797439213062,13.565368179004935
